# RaceRender Data
Time,Latitude,Longitude,Altitude,MPH,Heading,X,Y,GPS_Update,Accuracy
31.590,32.9856756,-89.7884081,10.0,4.2,237.3,-0.980,1.500,1,3.0
31.691,32.9856829,-89.7884051,10.0,27.2,19.2,0.993,1.443,1,3.0
31.791,32.9856866,-89.7883926,10.0,38.8,70.8,0.983,1.538,1,3.0
31.891,32.9856903,-89.7883926,10.0,13.0,359.4,-1.020,-1.534,1,3.0
31.991,32.9856958,-89.7883866,10.0,25.8,42.6,0.954,1.437,1,3.0
32.092,32.9857024,-89.7883833,10.0,25.2,22.7,-0.307,-1.420,1,3.0
32.192,32.9857046,-89.7883790,10.0,14.6,59.2,-0.991,1.452,1,3.0
32.292,32.9857153,-89.7883758,10.0,38.4,14.3,1.002,-1.530,1,3.0
32.393,32.9857170,-89.7883667,10.0,27.3,77.3,-0.982,1.440,1,3.0
32.493,32.9857176,-89.7883640,10.0,8.2,75.6,-0.992,-0.217,1,3.0
32.593,32.9857201,-89.7883613,10.0,11.8,42.1,0.999,-1.566,1,3.0
32.693,32.9857251,-89.7883614,10.0,17.4,358.7,0.955,-1.587,1,3.0
32.794,32.9857237,-89.7883563,10.0,15.7,108.2,-0.747,1.449,1,3.0
32.894,32.9857290,-89.7883498,10.0,26.7,45.3,0.978,-1.479,1,3.0
32.994,32.9857248,-89.7883412,10.0,29.1,120.4,0.971,1.473,1,3.0
33.095,32.9857233,-89.7883380,10.0,10.9,118.6,-1.011,-0.154,1,3.0
33.195,32.9857207,-89.7883322,10.0,19.2,118.6,0.957,0.075,1,3.0
33.295,32.9857147,-89.7883255,10.0,28.6,136.7,1.031,1.443,1,3.0
33.395,32.9857087,-89.7883218,10.0,23.7,153.1,-0.980,1.465,1,3.0
33.496,32.9857056,-89.7883089,10.0,39.5,105.9,0.954,-1.568,1,3.0
33.596,32.9856964,-89.7883171,10.0,40.1,216.9,0.280,1.553,1,3.0
33.696,32.9856899,-89.7883115,10.0,27.8,143.6,-1.005,-1.464,1,3.0
33.797,32.9856841,-89.7883053,10.0,27.2,138.6,-0.265,-0.993,1,3.0
33.897,32.9856824,-89.7883062,10.0,6.4,204.6,-1.010,1.475,1,3.0
33.997,32.9856777,-89.7882921,10.0,44.7,111.7,1.025,-1.578,1,3.0
34.097,32.9856730,-89.7882933,10.0,16.7,192.8,-1.043,1.584,1,3.0
34.198,32.9856711,-89.7882864,10.0,21.2,108.1,0.954,-1.483,1,3.0
34.298,32.9856724,-89.7882871,10.0,5.0,336.5,-1.012,-1.588,1,3.0
34.398,32.9856755,-89.7882784,10.0,27.7,67.2,0.971,1.523,1,3.0
34.499,32.9856763,-89.7882833,10.0,14.7,281.3,-1.000,-1.521,1,3.0
34.599,32.9856772,-89.7882733,10.0,29.5,84.1,0.995,1.485,1,3.0
34.699,32.9856831,-89.7882739,10.0,20.7,355.1,-0.977,-1.551,1,3.0
34.799,32.9856911,-89.7882589,10.0,51.8,57.7,1.011,1.468,1,3.0
34.900,32.9856944,-89.7882546,10.0,17.1,47.0,-0.955,-1.511,1,3.0
35.000,32.9856935,-89.7882567,10.0,6.7,242.7,-0.944,-1.501,1,3.0
