Time,Latitude,Longitude,Altitude,MPH,Heading,Accel_X,Accel_Y,Yaw Rate,GPS_Update,Accuracy
27.5,32.9854300,-89.7897986,10.00,26.844,89.746,0.00000,-0.48946,22.918,1,3.0
27.6,32.9854303,-89.7897857,10.00,26.844,87.455,-0.00000,-0.48946,22.918,1,3.0
27.7,32.9854310,-89.7897729,10.00,26.844,85.163,0.00000,-0.48946,22.918,1,3.0
27.8,32.9854321,-89.7897601,10.00,26.844,82.871,0.00000,-0.48946,22.918,1,3.0
27.9,32.9854336,-89.7897473,10.00,26.844,80.579,0.00000,-0.48946,22.918,1,3.0
28.0,32.9854356,-89.7897347,10.00,26.844,78.287,-0.00000,-0.48946,22.918,1,3.0
28.1,32.9854380,-89.7897221,10.00,26.844,75.995,0.00000,-0.48946,22.918,1,3.0
28.2,32.9854408,-89.7897097,10.00,26.844,73.704,0.00000,-0.48946,22.918,1,3.0
28.3,32.9854441,-89.7896974,10.00,26.844,71.412,-0.00000,-0.48946,22.918,1,3.0
28.4,32.9854477,-89.7896853,10.00,26.844,69.120,0.00000,-0.48946,22.918,1,3.0
28.5,32.9854518,-89.7896733,10.00,26.844,66.828,0.00000,-0.48946,22.918,1,3.0
28.6,32.9854562,-89.7896616,10.00,26.844,64.536,-0.00000,-0.48946,22.918,1,3.0
28.7,32.9854611,-89.7896501,10.00,26.844,62.244,-0.00000,-0.48946,22.918,1,3.0
28.8,32.9854663,-89.7896388,10.00,26.844,59.953,0.00000,-0.48946,22.918,1,3.0
28.9,32.9854719,-89.7896278,10.00,26.844,57.661,0.00000,-0.48946,22.918,1,3.0
29.0,32.9854778,-89.7896171,10.00,26.844,55.369,-0.00000,-0.48946,22.918,1,3.0
29.1,32.9854841,-89.7896066,10.00,26.844,53.077,0.00000,-0.48946,22.918,1,3.0
29.2,32.9854908,-89.7895965,10.00,26.844,50.785,0.00000,-0.48946,22.918,1,3.0
29.3,32.9854978,-89.7895867,10.00,26.844,48.493,-0.00000,-0.48946,22.918,1,3.0
29.4,32.9855051,-89.7895772,10.00,26.844,46.202,-0.00000,-0.48946,22.918,1,3.0
29.5,32.9855127,-89.7895681,10.00,26.844,43.910,0.00000,-0.48946,22.918,1,3.0
29.6,32.9855207,-89.7895594,10.00,26.844,41.618,-0.00000,-0.48946,22.918,1,3.0
29.7,32.9855289,-89.7895510,10.00,26.844,39.326,-0.00000,-0.48946,22.918,1,3.0
29.8,32.9855374,-89.7895430,10.00,26.844,37.034,0.00000,-0.48946,22.918,1,3.0
29.9,32.9855461,-89.7895355,10.00,26.844,34.742,0.00000,-0.48946,22.918,1,3.0
30.0,32.9855551,-89.7895284,10.00,26.844,32.451,-0.00000,-0.48946,22.918,1,3.0
30.1,32.9855644,-89.7895217,10.00,26.844,30.159,-0.00000,-0.48946,22.918,1,3.0
30.2,32.9855738,-89.7895154,10.00,26.844,27.867,0.00000,-0.48946,22.918,1,3.0
30.3,32.9855834,-89.7895097,10.00,26.844,25.575,-0.00000,-0.48946,22.918,1,3.0
30.4,32.9855933,-89.7895043,10.00,26.844,23.283,-0.00000,-0.48946,22.918,1,3.0
30.5,32.9856033,-89.7894995,10.00,26.844,20.991,-0.00000,-0.48946,22.918,1,3.0
30.6,32.9856134,-89.7894951,10.00,26.844,18.700,0.00000,-0.48946,22.918,1,3.0
30.7,32.9856237,-89.7894912,10.00,26.844,16.408,-0.00000,-0.48946,22.918,1,3.0
30.8,32.9856342,-89.7894878,10.00,26.844,14.116,-0.00000,-0.48946,22.918,1,3.0
30.9,32.9856447,-89.7894849,10.00,26.844,11.824,0.00000,-0.48946,22.918,1,3.0
31.0,32.9856553,-89.7894826,10.00,26.844,9.532,0.00000,-0.48946,22.918,1,3.0
31.1,32.9856660,-89.7894807,10.00,26.844,7.241,-0.00000,-0.48946,22.918,1,3.0
31.2,32.9856767,-89.7894793,10.00,26.844,4.949,0.00000,-0.48946,22.918,1,3.0
31.3,32.9856875,-89.7894785,10.00,26.844,2.657,0.00000,-0.48946,22.918,1,3.0
31.4,32.9856983,-89.7894781,10.00,26.844,0.365,-0.00000,-0.48946,22.918,1,3.0
31.5,32.9857091,-89.7894783,10.00,26.844,358.073,-0.00000,-0.48946,22.918,1,3.0
31.6,32.9857199,-89.7894790,10.00,26.844,355.781,-0.00000,-0.48946,22.918,1,3.0
31.7,32.9857306,-89.7894802,10.00,26.844,353.490,-0.00000,-0.48946,22.918,1,3.0
31.8,32.9857413,-89.7894819,10.00,26.844,351.198,-0.00000,-0.48946,22.918,1,3.0
31.9,32.9857520,-89.7894841,10.00,26.844,348.906,0.00000,-0.48946,22.918,1,3.0
32.0,32.9857625,-89.7894869,10.00,26.844,346.614,-0.00000,-0.48946,22.918,1,3.0
32.1,32.9857730,-89.7894901,10.00,26.844,344.322,-0.00000,-0.48946,22.918,1,3.0
32.2,32.9857833,-89.7894938,10.00,26.844,342.030,0.00000,-0.48946,22.918,1,3.0
32.3,32.9857935,-89.7894980,10.00,26.844,339.739,-0.00000,-0.48946,22.918,1,3.0
32.4,32.9858036,-89.7895027,10.00,26.844,337.447,-0.00000,-0.48946,22.918,1,3.0
32.5,32.9858134,-89.7895079,10.00,26.844,335.155,-0.00000,-0.48946,22.918,1,3.0
32.6,32.9858232,-89.7895135,10.00,26.844,332.863,0.00000,-0.48946,22.918,1,3.0
32.7,32.9858327,-89.7895196,10.00,26.844,330.571,-0.00000,-0.48946,22.918,1,3.0
32.8,32.9858420,-89.7895262,10.00,26.844,328.279,-0.00000,-0.48946,22.918,1,3.0
32.9,32.9858510,-89.7895332,10.00,26.844,325.988,0.00000,-0.48946,22.918,1,3.0
33.0,32.9858599,-89.7895406,10.00,26.844,323.696,0.00000,-0.48946,22.918,1,3.0
33.1,32.9858684,-89.7895484,10.00,26.844,321.404,-0.00000,-0.48946,22.918,1,3.0
33.2,32.9858767,-89.7895567,10.00,26.844,319.112,0.00000,-0.48946,22.918,1,3.0
33.3,32.9858848,-89.7895653,10.00,26.844,316.820,0.00000,-0.48946,22.918,1,3.0
33.4,32.9858925,-89.7895743,10.00,26.844,314.528,-0.00000,-0.48946,22.918,1,3.0
33.5,32.9858999,-89.7895836,10.00,26.844,312.237,-0.00000,-0.48946,22.918,1,3.0
33.6,32.9859070,-89.7895933,10.00,26.844,309.945,0.00000,-0.48946,22.918,1,3.0
33.7,32.9859138,-89.7896034,10.00,26.844,307.653,-0.00000,-0.48946,22.918,1,3.0
33.8,32.9859202,-89.7896137,10.00,26.844,305.361,-0.00000,-0.48946,22.918,1,3.0
33.9,32.9859263,-89.7896244,10.00,26.844,303.069,0.00000,-0.48946,22.918,1,3.0
34.0,32.9859320,-89.7896353,10.00,26.844,300.777,0.00000,-0.48946,22.918,1,3.0
34.1,32.9859373,-89.7896465,10.00,26.844,298.486,-0.00000,-0.48946,22.918,1,3.0
34.2,32.9859423,-89.7896579,10.00,26.844,296.194,-0.00000,-0.48946,22.918,1,3.0
34.3,32.9859468,-89.7896696,10.00,26.844,293.902,0.00000,-0.48946,22.918,1,3.0
34.4,32.9859510,-89.7896815,10.00,26.844,291.610,-0.00000,-0.48946,22.918,1,3.0
34.5,32.9859548,-89.7896935,10.00,26.844,289.318,-0.00000,-0.48946,22.918,1,3.0
34.6,32.9859582,-89.7897057,10.00,26.844,287.026,0.00000,-0.48946,22.918,1,3.0
34.7,32.9859611,-89.7897181,10.00,26.844,284.735,-0.00000,-0.48946,22.918,1,3.0
34.8,32.9859637,-89.7897306,10.00,26.844,282.443,-0.00000,-0.48946,22.918,1,3.0
34.9,32.9859658,-89.7897433,10.00,26.844,280.151,-0.00000,-0.48946,22.918,1,3.0
35.0,32.9859675,-89.7897560,10.00,26.844,277.859,0.00000,-0.48946,22.918,1,3.0
35.1,32.9859687,-89.7897688,10.00,26.844,275.567,-0.00000,-0.48946,22.918,1,3.0
35.2,32.9859696,-89.7897816,10.00,26.844,273.275,0.00000,-0.48946,22.918,1,3.0
35.3,32.9859700,-89.7897945,10.00,26.844,270.984,0.00000,-0.48946,22.918,1,3.0
35.4,32.9859699,-89.7898073,10.00,26.844,268.692,-0.00000,-0.48946,22.918,1,3.0
35.5,32.9859695,-89.7898202,10.00,26.844,266.400,-0.00000,-0.48946,22.918,1,3.0
35.6,32.9859686,-89.7898330,10.00,26.844,264.108,0.00000,-0.48946,22.918,1,3.0
35.7,32.9859673,-89.7898458,10.00,26.844,261.816,0.00000,-0.48946,22.918,1,3.0
35.8,32.9859655,-89.7898585,10.00,26.844,259.524,-0.00000,-0.48946,22.918,1,3.0
35.9,32.9859633,-89.7898711,10.00,26.844,257.233,0.00000,-0.48946,22.918,1,3.0
36.0,32.9859607,-89.7898836,10.00,26.844,254.941,0.00000,-0.48946,22.918,1,3.0
36.1,32.9859577,-89.7898960,10.00,26.844,252.649,-0.00000,-0.48946,22.918,1,3.0
36.2,32.9859543,-89.7899082,10.00,26.844,250.357,-0.00000,-0.48946,22.918,1,3.0
36.3,32.9859505,-89.7899202,10.00,26.844,248.065,-0.00000,-0.48946,22.918,1,3.0
36.4,32.9859462,-89.7899321,10.00,26.844,245.773,0.00000,-0.48946,22.918,1,3.0
36.5,32.9859416,-89.7899437,10.00,26.844,243.482,-0.00000,-0.48946,22.918,1,3.0
36.6,32.9859366,-89.7899551,10.00,26.844,241.190,-0.00000,-0.48946,22.918,1,3.0
36.7,32.9859312,-89.7899663,10.00,26.844,238.898,0.00000,-0.48946,22.918,1,3.0
36.8,32.9859254,-89.7899772,10.00,26.844,236.606,-0.00000,-0.48946,22.918,1,3.0
36.9,32.9859193,-89.7899878,10.00,26.844,234.314,-0.00000,-0.48946,22.918,1,3.0
37.0,32.9859128,-89.7899981,10.00,26.844,232.022,-0.00000,-0.48946,22.918,1,3.0
37.1,32.9859060,-89.7900081,10.00,26.844,229.731,-0.00000,-0.48946,22.918,1,3.0
37.2,32.9858989,-89.7900177,10.00,26.844,227.439,0.00000,-0.48946,22.918,1,3.0
37.3,32.9858914,-89.7900270,10.00,26.844,225.147,0.00000,-0.48946,22.918,1,3.0
37.4,32.9858836,-89.7900360,10.00,26.844,222.855,0.00000,-0.48946,22.918,1,3.0
37.5,32.9858756,-89.7900445,10.00,26.844,220.563,0.00000,-0.48946,22.918,1,3.0
37.6,32.9858672,-89.7900527,10.00,26.844,218.271,0.00000,-0.48946,22.918,1,3.0
37.7,32.9858586,-89.7900605,10.00,26.844,215.980,-0.00000,-0.48946,22.918,1,3.0
37.8,32.9858498,-89.7900678,10.00,26.844,213.688,0.00000,-0.48946,22.918,1,3.0
37.9,32.9858407,-89.7900748,10.00,26.844,211.396,-0.00000,-0.48946,22.918,1,3.0
38.0,32.9858313,-89.7900812,10.00,26.844,209.104,0.00000,-0.48946,22.918,1,3.0
38.1,32.9858218,-89.7900873,10.00,26.844,206.812,0.00000,-0.48946,22.918,1,3.0
38.2,32.9858121,-89.7900929,10.00,26.844,204.520,-0.00000,-0.48946,22.918,1,3.0
38.3,32.9858021,-89.7900980,10.00,26.844,202.229,0.00000,-0.48946,22.918,1,3.0
38.4,32.9857921,-89.7901026,10.00,26.844,199.937,-0.00000,-0.48946,22.918,1,3.0
38.5,32.9857818,-89.7901067,10.00,26.844,197.645,0.00000,-0.48946,22.918,1,3.0
38.6,32.9857715,-89.7901104,10.00,26.844,195.353,0.00000,-0.48946,22.918,1,3.0
38.7,32.9857610,-89.7901136,10.00,26.844,193.061,-0.00000,-0.48946,22.918,1,3.0
38.8,32.9857505,-89.7901162,10.00,26.844,190.770,0.00000,-0.48946,22.918,1,3.0
38.9,32.9857398,-89.7901184,10.00,26.844,188.478,-0.00000,-0.48946,22.918,1,3.0
39.0,32.9857291,-89.7901200,10.00,26.844,186.186,0.00000,-0.48946,22.918,1,3.0
39.1,32.9857183,-89.7901211,10.00,26.844,183.894,0.00000,-0.48946,22.918,1,3.0
39.2,32.9857075,-89.7901218,10.00,26.844,181.602,-0.00000,-0.48946,22.918,1,3.0
39.3,32.9856968,-89.7901219,10.00,26.844,179.310,-0.00000,-0.48946,22.918,1,3.0
39.4,32.9856860,-89.7901215,10.00,26.844,177.019,-0.00000,-0.48946,22.918,1,3.0
39.5,32.9856752,-89.7901205,10.00,26.844,174.727,0.00000,-0.48946,22.918,1,3.0
39.6,32.9856645,-89.7901191,10.00,26.844,172.435,-0.00000,-0.48946,22.918,1,3.0
39.7,32.9856538,-89.7901171,10.00,26.844,170.143,-0.00000,-0.48946,22.918,1,3.0
39.8,32.9856432,-89.7901147,10.00,26.844,167.851,-0.00000,-0.48946,22.918,1,3.0
39.9,32.9856327,-89.7901117,10.00,26.844,165.559,-0.00000,-0.48946,22.918,1,3.0
40.0,32.9856223,-89.7901083,10.00,26.844,163.268,-0.00000,-0.48946,22.918,1,3.0
40.1,32.9856120,-89.7901043,10.00,26.844,160.976,0.00000,-0.48946,22.918,1,3.0
40.2,32.9856019,-89.7900999,10.00,26.844,158.684,0.00000,-0.48946,22.918,1,3.0
40.3,32.9855919,-89.7900949,10.00,26.844,156.392,-0.00000,-0.48946,22.918,1,3.0
40.4,32.9855821,-89.7900896,10.00,26.844,154.100,-0.00000,-0.48946,22.918,1,3.0
40.5,32.9855724,-89.7900837,10.00,26.844,151.808,-0.00000,-0.48946,22.918,1,3.0
40.6,32.9855630,-89.7900774,10.00,26.844,149.517,-0.00000,-0.48946,22.918,1,3.0
40.7,32.9855538,-89.7900706,10.00,26.844,147.225,-0.00000,-0.48946,22.918,1,3.0
40.8,32.9855449,-89.7900635,10.00,26.844,144.933,0.00000,-0.48946,22.918,1,3.0
40.9,32.9855362,-89.7900559,10.00,26.844,142.641,-0.00000,-0.48946,22.918,1,3.0
41.0,32.9855277,-89.7900478,10.00,26.844,140.349,-0.00000,-0.48946,22.918,1,3.0
41.1,32.9855195,-89.7900394,10.00,26.844,138.057,-0.00000,-0.48946,22.918,1,3.0
41.2,32.9855116,-89.7900306,10.00,26.844,135.766,-0.00000,-0.48946,22.918,1,3.0
41.3,32.9855041,-89.7900215,10.00,26.844,133.474,-0.00000,-0.48946,22.918,1,3.0
41.4,32.9854968,-89.7900119,10.00,26.844,131.182,0.00000,-0.48946,22.918,1,3.0
41.5,32.9854898,-89.7900021,10.00,26.844,128.890,0.00000,-0.48946,22.918,1,3.0
41.6,32.9854832,-89.7899919,10.00,26.844,126.598,-0.00000,-0.48946,22.918,1,3.0
41.7,32.9854770,-89.7899814,10.00,26.844,124.306,-0.00000,-0.48946,22.918,1,3.0
41.8,32.9854711,-89.7899706,10.00,26.844,122.015,-0.00000,-0.48946,22.918,1,3.0
41.9,32.9854655,-89.7899596,10.00,26.844,119.723,-0.00000,-0.48946,22.918,1,3.0
42.0,32.9854604,-89.7899483,10.00,26.844,117.431,-0.00000,-0.48946,22.918,1,3.0
42.1,32.9854556,-89.7899367,10.00,26.844,115.139,-0.00000,-0.48946,22.918,1,3.0
42.2,32.9854512,-89.7899250,10.00,26.844,112.847,0.00000,-0.48946,22.918,1,3.0
42.3,32.9854472,-89.7899130,10.00,26.844,110.555,0.00000,-0.48946,22.918,1,3.0
42.4,32.9854436,-89.7899009,10.00,26.844,108.264,-0.00000,-0.48946,22.918,1,3.0
42.5,32.9854404,-89.7898886,10.00,26.844,105.972,-0.00000,-0.48946,22.918,1,3.0
42.6,32.9854377,-89.7898761,10.00,26.844,103.680,0.00000,-0.48946,22.918,1,3.0
42.7,32.9854353,-89.7898636,10.00,26.844,101.388,0.00000,-0.48946,22.918,1,3.0
42.8,32.9854334,-89.7898509,10.00,26.844,99.096,0.00000,-0.48946,22.918,1,3.0
42.9,32.9854319,-89.7898381,10.00,26.844,96.804,0.00000,-0.48946,22.918,1,3.0
43.0,32.9854308,-89.7898253,10.00,26.844,94.513,0.00000,-0.48946,22.918,1,3.0
43.1,32.9854302,-89.7898125,10.00,26.844,92.221,-0.00000,-0.48946,22.918,1,3.0
43.2,32.9854300,-89.7897996,10.00,26.844,89.929,-0.00000,-0.48946,22.918,1,3.0
43.3,32.9854302,-89.7897867,10.00,26.844,87.637,0.00000,-0.48946,22.918,1,3.0
43.4,32.9854309,-89.7897739,10.00,26.844,85.345,0.00000,-0.48946,22.918,1,3.0
43.5,32.9854320,-89.7897611,10.00,26.844,83.053,0.00000,-0.48946,22.918,1,3.0
43.6,32.9854335,-89.7897483,10.00,26.844,80.762,0.00000,-0.48946,22.918,1,3.0
43.7,32.9854354,-89.7897357,10.00,26.844,78.470,0.00000,-0.48946,22.918,1,3.0
43.8,32.9854378,-89.7897231,10.00,26.844,76.178,-0.00000,-0.48946,22.918,1,3.0
43.9,32.9854406,-89.7897107,10.00,26.844,73.886,0.00000,-0.48946,22.918,1,3.0
44.0,32.9854438,-89.7896984,10.00,26.844,71.594,0.00000,-0.48946,22.918,1,3.0
44.1,32.9854474,-89.7896862,10.00,26.844,69.302,-0.00000,-0.48946,22.918,1,3.0
44.2,32.9854514,-89.7896743,10.00,26.844,67.011,0.00000,-0.48946,22.918,1,3.0
44.3,32.9854559,-89.7896625,10.00,26.844,64.719,0.00000,-0.48946,22.918,1,3.0
44.4,32.9854607,-89.7896510,10.00,26.844,62.427,-0.00000,-0.48946,22.918,1,3.0
44.5,32.9854659,-89.7896397,10.00,26.844,60.135,-0.00000,-0.48946,22.918,1,3.0
44.6,32.9854714,-89.7896287,10.00,26.844,57.843,0.00000,-0.48946,22.918,1,3.0
44.7,32.9854773,-89.7896179,10.00,26.844,55.551,0.00000,-0.48946,22.918,1,3.0
44.8,32.9854836,-89.7896075,10.00,26.844,53.260,-0.00000,-0.48946,22.918,1,3.0
44.9,32.9854903,-89.7895973,10.00,26.844,50.968,0.00000,-0.48946,22.918,1,3.0
45.0,32.9854972,-89.7895875,10.00,26.844,48.676,0.00000,-0.48946,22.918,1,3.0
45.1,32.9855045,-89.7895780,10.00,26.844,46.384,-0.00000,-0.48946,22.918,1,3.0
45.2,32.9855121,-89.7895688,10.00,26.844,44.092,-0.00000,-0.48946,22.918,1,3.0
45.3,32.9855200,-89.7895600,10.00,26.844,41.800,0.00000,-0.48946,22.918,1,3.0
45.4,32.9855282,-89.7895517,10.00,26.844,39.509,-0.00000,-0.48946,22.918,1,3.0
45.5,32.9855367,-89.7895437,10.00,26.844,37.217,-0.00000,-0.48946,22.918,1,3.0
45.6,32.9855454,-89.7895361,10.00,26.844,34.925,0.00000,-0.48946,22.918,1,3.0
45.7,32.9855544,-89.7895289,10.00,26.844,32.633,0.00000,-0.48946,22.918,1,3.0
45.8,32.9855636,-89.7895222,10.00,26.844,30.341,0.00000,-0.48946,22.918,1,3.0
45.9,32.9855730,-89.7895159,10.00,26.844,28.049,0.00000,-0.48946,22.918,1,3.0
46.0,32.9855827,-89.7895101,10.00,26.844,25.758,0.00000,-0.48946,22.918,1,3.0
46.1,32.9855925,-89.7895047,10.00,26.844,23.466,-0.00000,-0.48946,22.918,1,3.0
46.2,32.9856025,-89.7894998,10.00,26.844,21.174,-0.00000,-0.48946,22.918,1,3.0
46.3,32.9856126,-89.7894954,10.00,26.844,18.882,0.00000,-0.48946,22.918,1,3.0
46.4,32.9856229,-89.7894915,10.00,26.844,16.590,-0.00000,-0.48946,22.918,1,3.0
46.5,32.9856333,-89.7894881,10.00,26.844,14.299,-0.00000,-0.48946,22.918,1,3.0
46.6,32.9856438,-89.7894852,10.00,26.844,12.007,0.00000,-0.48946,22.918,1,3.0
46.7,32.9856544,-89.7894827,10.00,26.844,9.715,0.00000,-0.48946,22.918,1,3.0
46.8,32.9856651,-89.7894808,10.00,26.844,7.423,-0.00000,-0.48946,22.918,1,3.0
46.9,32.9856759,-89.7894794,10.00,26.844,5.131,0.00000,-0.48946,22.918,1,3.0
47.0,32.9856866,-89.7894785,10.00,26.844,2.839,0.00000,-0.48946,22.918,1,3.0
47.1,32.9856974,-89.7894781,10.00,26.844,0.548,-0.00000,-0.48946,22.918,1,3.0
47.2,32.9857082,-89.7894783,10.00,26.844,358.256,0.00000,-0.48946,22.918,1,3.0
47.3,32.9857190,-89.7894789,10.00,26.844,355.964,0.00000,-0.48946,22.918,1,3.0
47.4,32.9857298,-89.7894801,10.00,26.844,353.672,0.00000,-0.48946,22.918,1,3.0
47.5,32.9857405,-89.7894817,10.00,26.844,351.380,0.00000,-0.48946,22.918,1,3.0
47.6,32.9857511,-89.7894839,10.00,26.844,349.088,0.00000,-0.48946,22.918,1,3.0
47.7,32.9857617,-89.7894866,10.00,26.844,346.797,0.00000,-0.48946,22.918,1,3.0
47.8,32.9857721,-89.7894898,10.00,26.844,344.505,0.00000,-0.48946,22.918,1,3.0
47.9,32.9857825,-89.7894935,10.00,26.844,342.213,-0.00000,-0.48946,22.918,1,3.0
48.0,32.9857927,-89.7894977,10.00,26.844,339.921,-0.00000,-0.48946,22.918,1,3.0
48.1,32.9858028,-89.7895023,10.00,26.844,337.629,0.00000,-0.48946,22.918,1,3.0
48.2,32.9858127,-89.7895075,10.00,26.844,335.337,0.00000,-0.48946,22.918,1,3.0
48.3,32.9858224,-89.7895131,10.00,26.844,333.046,0.00000,-0.48946,22.918,1,3.0
48.4,32.9858319,-89.7895191,10.00,26.844,330.754,0.00000,-0.48946,22.918,1,3.0
48.5,32.9858412,-89.7895257,10.00,26.844,328.462,0.00000,-0.48946,22.918,1,3.0
48.6,32.9858503,-89.7895326,10.00,26.844,326.170,0.00000,-0.48946,22.918,1,3.0
48.7,32.9858592,-89.7895400,10.00,26.844,323.878,-0.00000,-0.48946,22.918,1,3.0
48.8,32.9858678,-89.7895478,10.00,26.844,321.586,0.00000,-0.48946,22.918,1,3.0
48.9,32.9858761,-89.7895560,10.00,26.844,319.295,0.00000,-0.48946,22.918,1,3.0
49.0,32.9858841,-89.7895646,10.00,26.844,317.003,0.00000,-0.48946,22.918,1,3.0
49.1,32.9858919,-89.7895735,10.00,26.844,314.711,0.00000,-0.48946,22.918,1,3.0
49.2,32.9858993,-89.7895829,10.00,26.844,312.419,0.00000,-0.48946,22.918,1,3.0
49.3,32.9859064,-89.7895925,10.00,26.844,310.127,0.00000,-0.48946,22.918,1,3.0
49.4,32.9859132,-89.7896026,10.00,26.844,307.835,0.00000,-0.48946,22.918,1,3.0
49.5,32.9859197,-89.7896129,10.00,26.844,305.544,0.00000,-0.48946,22.918,1,3.0
49.6,32.9859258,-89.7896235,10.00,26.844,303.252,0.00000,-0.48946,22.918,1,3.0
49.7,32.9859315,-89.7896344,10.00,26.844,300.960,0.00000,-0.48946,22.918,1,3.0
49.8,32.9859369,-89.7896456,10.00,26.844,298.668,0.00000,-0.48946,22.918,1,3.0
49.9,32.9859419,-89.7896570,10.00,26.844,296.376,0.00000,-0.48946,22.918,1,3.0
50.0,32.9859465,-89.7896686,10.00,26.844,294.084,0.00000,-0.48946,22.918,1,3.0
50.1,32.9859507,-89.7896805,10.00,26.844,291.793,0.00000,-0.48946,22.918,1,3.0
50.2,32.9859545,-89.7896925,10.00,26.844,289.501,0.00000,-0.48946,22.918,1,3.0
50.3,32.9859579,-89.7897048,10.00,26.844,287.209,0.00000,-0.48946,22.918,1,3.0
50.4,32.9859609,-89.7897171,10.00,26.844,284.917,0.00000,-0.48946,22.918,1,3.0
50.5,32.9859635,-89.7897296,10.00,26.844,282.625,0.00000,-0.48946,22.918,1,3.0
50.6,32.9859656,-89.7897423,10.00,26.844,280.333,0.00000,-0.48946,22.918,1,3.0
50.7,32.9859673,-89.7897550,10.00,26.844,278.042,0.00000,-0.48946,22.918,1,3.0
50.8,32.9859686,-89.7897678,10.00,26.844,275.750,0.00000,-0.48946,22.918,1,3.0
50.9,32.9859695,-89.7897806,10.00,26.844,273.458,0.00000,-0.48946,22.918,1,3.0
51.0,32.9859699,-89.7897934,10.00,26.844,271.166,0.00000,-0.48946,22.918,1,3.0
51.1,32.9859699,-89.7898063,10.00,26.844,268.874,0.00000,-0.48946,22.918,1,3.0
51.2,32.9859695,-89.7898192,10.00,26.844,266.582,0.00000,-0.48946,22.918,1,3.0
51.3,32.9859687,-89.7898320,10.00,26.844,264.291,0.00000,-0.48946,22.918,1,3.0
51.4,32.9859674,-89.7898448,10.00,26.844,261.999,0.00000,-0.48946,22.918,1,3.0
51.5,32.9859657,-89.7898575,10.00,26.844,259.707,0.00000,-0.48946,22.918,1,3.0
51.6,32.9859635,-89.7898701,10.00,26.844,257.415,0.00000,-0.48946,22.918,1,3.0
51.7,32.9859609,-89.7898826,10.00,26.844,255.123,0.00000,-0.48946,22.918,1,3.0
51.8,32.9859580,-89.7898950,10.00,26.844,252.831,0.00000,-0.48946,22.918,1,3.0
51.9,32.9859546,-89.7899072,10.00,26.844,250.540,0.00000,-0.48946,22.918,1,3.0
52.0,32.9859508,-89.7899193,10.00,26.844,248.248,0.00000,-0.48946,22.918,1,3.0
52.1,32.9859466,-89.7899311,10.00,26.844,245.956,0.00000,-0.48946,22.918,1,3.0
52.2,32.9859420,-89.7899428,10.00,26.844,243.664,0.00000,-0.48946,22.918,1,3.0
52.3,32.9859370,-89.7899542,10.00,26.844,241.372,0.00000,-0.48946,22.918,1,3.0
52.4,32.9859316,-89.7899654,10.00,26.844,239.080,0.00000,-0.48946,22.918,1,3.0
52.5,32.9859259,-89.7899763,10.00,26.844,236.789,0.00000,-0.48946,22.918,1,3.0
52.6,32.9859198,-89.7899869,10.00,26.844,234.497,0.00000,-0.48946,22.918,1,3.0
52.7,32.9859134,-89.7899973,10.00,26.844,232.205,0.00000,-0.48946,22.918,1,3.0
52.8,32.9859066,-89.7900073,10.00,26.844,229.913,0.00000,-0.48946,22.918,1,3.0
52.9,32.9858995,-89.7900170,10.00,26.844,227.621,0.00000,-0.48946,22.918,1,3.0
53.0,32.9858920,-89.7900263,10.00,26.844,225.329,0.00000,-0.48946,22.918,1,3.0
53.1,32.9858843,-89.7900353,10.00,26.844,223.038,0.00000,-0.48946,22.918,1,3.0
53.2,32.9858762,-89.7900439,10.00,26.844,220.746,0.00000,-0.48946,22.918,1,3.0
53.3,32.9858679,-89.7900521,10.00,26.844,218.454,0.00000,-0.48946,22.918,1,3.0
53.4,32.9858593,-89.7900599,10.00,26.844,216.162,0.00000,-0.48946,22.918,1,3.0
53.5,32.9858505,-89.7900673,10.00,26.844,213.870,0.00000,-0.48946,22.918,1,3.0
53.6,32.9858414,-89.7900742,10.00,26.844,211.578,0.00000,-0.48946,22.918,1,3.0
53.7,32.9858321,-89.7900807,10.00,26.844,209.287,0.00000,-0.48946,22.918,1,3.0
53.8,32.9858226,-89.7900868,10.00,26.844,206.995,0.00000,-0.48946,22.918,1,3.0
53.9,32.9858128,-89.7900924,10.00,26.844,204.703,0.00000,-0.48946,22.918,1,3.0
54.0,32.9858029,-89.7900976,10.00,26.844,202.411,0.00000,-0.48946,22.918,1,3.0
54.1,32.9857929,-89.7901022,10.00,26.844,200.119,0.00000,-0.48946,22.918,1,3.0
54.2,32.9857827,-89.7901064,10.00,26.844,197.828,0.00000,-0.48946,22.918,1,3.0
54.3,32.9857723,-89.7901101,10.00,26.844,195.536,0.00000,-0.48946,22.918,1,3.0
54.4,32.9857619,-89.7901133,10.00,26.844,193.244,0.00000,-0.48946,22.918,1,3.0
54.5,32.9857513,-89.7901160,10.00,26.844,190.952,0.00000,-0.48946,22.918,1,3.0
54.6,32.9857407,-89.7901182,10.00,26.844,188.660,0.00000,-0.48946,22.918,1,3.0
54.7,32.9857299,-89.7901199,10.00,26.844,186.368,0.00000,-0.48946,22.918,1,3.0
54.8,32.9857192,-89.7901211,10.00,26.844,184.077,0.00000,-0.48946,22.918,1,3.0
54.9,32.9857084,-89.7901217,10.00,26.844,181.785,0.00000,-0.48946,22.918,1,3.0
55.0,32.9856976,-89.7901219,10.00,26.844,179.493,-0.00000,-0.48946,22.918,1,3.0
